lease_id,no_rent_change,rent_change_10,rent_change_20,lease_length_2,lease_length_3,lease_length_1,age_range_under_24,age_range_24_29,age_range_30_39,age_range_40_49,age_range_50_59,age_range_60,NoFinesViolations,PositiveSurvey,LatePayments,HOA_mandatory,Renewed
HPA39737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA39741,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39742,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39743,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
HPA39744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA39745,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
HPA39746,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
HPA39748,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
HPA39749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
HPA39750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39754,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
HPA39755,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
HPA39756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA39757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39760,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39762,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
HPA39763,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
HPA39764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
HPA39765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HPA39766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39767,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
HPA39768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39771,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
HPA39775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
HPA39776,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HPA39777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39779,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HPA39780,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
HPA39781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39782,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39783,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
HPA39784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA39785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HPA39790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39793,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HPA39794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA39795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39796,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39797,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HPA39798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
HPA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
HPA39801,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HPA39802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA39803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39806,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HPA39807,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
HPA39808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HPA39809,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HPA39810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HPA39811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
HPA39812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
HPA39813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
HPA39815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39819,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39820,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA39821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA39822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
HPA39825,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA39826,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
HPA39827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA39828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39829,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA39830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
HPA39831,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA39832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
HPA39833,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0
HPA39834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39835,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39838,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
HPA39839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA39842,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA39843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39845,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
HPA39846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
HPA39847,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
HPA39848,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
HPA39849,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA39850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39851,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HPA39852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA39853,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
HPA39854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39855,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
HPA39856,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA39857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA39858,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA39859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA39860,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
HPA39861,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
HPA39862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39863,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
HPA39864,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
HPA39865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39866,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HPA39867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39870,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HPA39871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
HPA39873,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
HPA39874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HPA39876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39884,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
HPA39885,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
HPA39886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39889,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
HPA39890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39891,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA39892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
HPA39894,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
HPA39895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39896,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA39897,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA39898,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
HPA39899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39900,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA39901,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA39902,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
HPA39903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA39906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
HPA39907,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA39908,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
HPA39909,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
HPA39910,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
HPA39911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA39925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
HPA39926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39928,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA39929,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA39931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39932,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
HPA39933,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
HPA39934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA39935,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
HPA39936,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
HPA39937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39941,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA39942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39945,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39948,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39949,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
HPA39950,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39952,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA39954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39955,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA39956,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA39957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39959,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39960,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
HPA39961,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39962,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
HPA39963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39965,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HPA39966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39967,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA39968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39969,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39970,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HPA39971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39972,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HPA39973,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
HPA39974,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA39976,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
HPA39977,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
HPA39978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HPA39979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA39984,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
HPA39985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39987,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
HPA39988,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
HPA39989,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
HPA39990,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
HPA39991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA39992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA39993,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HPA39994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA39995,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
HPA39996,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
HPA39997,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
HPA39998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA39999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA40002,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
HPA40003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA40004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HPA40006,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA40007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA40008,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
HPA40009,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
HPA40010,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
HPA40011,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HPA40012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA40013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40014,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA40015,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA40016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA40017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40018,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA40019,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
HPA40020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA40022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HPA40023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA40025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA40026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA40027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HPA40028,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
HPA40029,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
HPA40030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA40031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA40032,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
HPA40033,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA40034,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
HPA40035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40037,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
HPA40038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40040,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA40041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HPA40043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA40044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA40045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA40047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA40048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HPA40049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA40050,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
HPA40051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40052,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA40053,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA40054,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
HPA40055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA40056,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA40057,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA40058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40059,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
HPA40060,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
HPA40061,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
HPA40062,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
HPA40063,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA40064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA40066,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA40067,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HPA40068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40069,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA40070,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA40071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPA40072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPA40073,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA40074,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
HPA40075,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPA40076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPA40077,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
HPA40078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HPA40079,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPA40080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HPA40081,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HPA40082,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
